n,p,ak,bk,bs,k0,k1
3,3,0.004730822302355992,0.44383329454162646,0.9238108233377016,0.6953365082409856,0.6816403074812689
4,4,0.014504269063674115,0.290124837490457,0.6447819502040163,0.33565178046116095,0.3602310693868188
3,3,0.011079574861747703,0.34210576961084455,0.848920219975017,0.6284571506570267,0.7262272983357163
5,5,0.006180709026111815,0.2786907024458212,0.7188607106702473,0.472762814331857,0.5996235603333067
4,4,0.0033686343080950288,0.1998232243883673,0.836844109925239,0.39504617252987057,0.5219015130580434
3,5,0.002821094828371668,0.464986133691056,0.8573924992296307,0.7577166078098814,0.7455180960011578
2,3,0.0027393245936423154,0.34227940313005345,0.8445513131389243,0.6679747569777825,0.6078969871188689
3,4,0.01817625363693652,0.40156625230386916,0.7858743399884083,0.627567004207986,0.6213780288757911
3,3,0.0063550912653855905,0.2282643344087451,0.8036101944756738,0.4461819836120778,0.6422493781694931
4,5,0.011973443940464304,0.06534631392959574,0.7749255309660995,0.2160554529203966,0.4223293785448928
3,5,0.0017801295968776962,0.4511219422870048,0.7524678059330714,0.6679104927693191,0.680714092567507
5,2,0.01264869269055785,0.1942328849645078,0.868773285167572,0.4149270339171267,0.64205789433619
4,5,0.04055943446884221,0.3082666502413729,0.7362279926584714,0.6357620543465943,0.756518359272881
2,4,0.013804617540713882,0.3400228886599205,0.7582306282201217,0.625027146268524,0.45840907206241005
2,4,0.0021157227971120175,0.291119269390061,0.9029929885027645,0.6646695105576366,0.5973808268266916
3,5,0.011510609243622866,0.36201937127845407,0.685261027987597,0.38038846197888976,0.34075817871454583
3,4,0.001392347012149338,0.22136000227478914,0.9646595470108835,0.5914525114665754,0.5769137977561121
2,3,0.0071348836458901095,0.15718057601187946,0.8412981114976541,0.4966407703173459,0.7466772114521913
4,5,0.02674052888646521,0.4457767221750869,0.7454626113127564,0.6457878072843983,0.6334878829737101
3,4,0.005651903748691698,0.33526088468159937,0.7484470931041277,0.4144217902658009,0.43259646545854863
3,5,0.018750583048008765,0.3020690597393208,0.8184811216656718,0.6526536280973008,0.7319649135998438
2,4,0.01519511334854158,0.4578679237829046,0.7560454648703006,0.7593493345679554,0.4980571406367618
4,4,0.0025779518637442096,0.462177132628494,0.8558781176487121,0.6699532965352609,0.6641785794649608
4,5,0.010206918623572269,0.15573245792686907,0.76752862881472,0.37095731812312555,0.5506074052603781
4,4,0.0011606175626807894,0.28914958023200343,0.862231707516989,0.5628447031090789,0.7428366903317427
4,5,0.02063185776989228,0.47835463823954244,0.7473506698005696,0.7217937118240689,0.7458600884489439
4,5,0.028297575795466462,0.15583875893418297,0.6951993268120081,0.29681016293783685,0.38132358586209
3,5,0.0251966300010334,0.2655309454697836,0.621771266227582,0.35561919019732113,0.36006819342810037
4,4,0.01915338557093844,0.2226818707037223,0.7014741545301164,0.3541392064670811,0.44915432738134375
