Amplification Factor,Total Events,Events/Sim,Mean Duration,Median Duration,Duration CV,Mean Rise Time,Median Rise Time,Rise Time CV
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,0.08,7.025140502810067,6.52513050261004,0.5953786642576014,3.662573251465038,3.705074101482033,0.5425101210281266
5,109,1.09,12.284465872803699,10.42020840416808,0.6147871499479685,7.140693272581046,5.97011940238805,0.6581999262576139
7,203,2.03,16.571119599731897,13.460269205384122,0.7076804321993868,10.162518521306389,8.390167803356121,0.7166732556901113
10,328,3.28,21.966475914884146,17.95535910718214,0.7817038581808474,14.423123828330224,12.255245104902073,0.8201850483473323
